Date,City,Cafe_Name,Coffee_Name,Producer_Farm,Origin,Varietal,Process,Roast_Level,Brew_Method,Dose_g,Yield_g,Ratio,Water_Temp_C,Bloom,Grinder,Price_SGD,Official_Notes,Your_Verdict,Technical_Enrichment,Visit_Context,Source
2026-07-10,Singapore,Oaks Coffee Co.,Finca El Diviso,Nestor Lasso,Colombia,Aji Bourbon,Thermal Shock Anaerobic Natural,Filter Roast,Origami Dripper (Flat-Bottom),Unknown,Unknown,Unknown,Unknown,Unknown,Option-O Lagom P80 (80mm Flat Burr),9,Lychee; Blueberry Jam; Cranberry,"Hot phase: punchy lychee and berry dominant — high-intensity bright acidity, strong entry. Mid-cool to cool: fruit character sustained across all phases without evolution — Thermal Shock ester concentration too embedded to dissipate thermally. Strong persistent aftertaste from cranberry anthocyanin compounds. Interesting but not a repeat — process-forward intensity beyond personal palate threshold.",Thermal Shock Anaerobic Natural at 1960 MASL produced extreme ester and anthocyanin concentration (geraniol/nerol lychee monoterpenes; berry anthocyanins) — fermentation signature dominated all three thermal phases without evolution. Process-preference misalignment confirmed: clarity > complexity hierarchy not served by this process. P80 flat-burr precision and Origami flat-bottom geometry could not temper inherent process intensity.,"With friend Alex — Oaks Coffee Co., Bukit Timah Road, 10 Jul 2026, 16:30, before Homeground mock-judge session. Second Oaks visit. Milestones: First Thermal Shock Anaerobic Natural, First Aji Bourbon, First Finca El Diviso (Nestor Lasso).",Direct observation + bean card photo
2026-07-11,Singapore,Pour.traits Roasters,Thailand Sirinya Geisha Amarone,Sirinya Farm,"Chiang Rai, Thailand",Geisha,Anaerobic Natural,Filter Roast,"Solo Dripper by Mazelab (Flat-Bottom, 40° angle, Wave 155 filter)",15,225,1:15,92→75→92→75°C (alternating 4-pour),Unknown,Mahlkönig EK43S (98mm Flat Burr),10,"Rose, Plum, Mandarin Orange, Honey","HOT: Bright citric front with vivid rose geraniol — aromatic and immediate; rose florals dominant and unmistakable. MID-COOL: Mandarin orange emerges cleanly as citric volatiles dissipate — Harry's signature malic acid marker arriving on schedule. Body noticeably full and structured — medium-strong tea weight, not the light tea elegance of washed Geisha expressions; fuller than any prior washed Geisha entry. COOL: Plum (not peach — darker malic stone fruit consistent with Anaerobic Natural fermentation profile shifting acid toward wine-adjacent fruit rather than bright nectarine); honey-type sweetness rounds the finish — sucrose ester retention from Natural process mucilage rather than fructose-type bright fruit sugar; slight bitterness present at cool phase but fades cleanly — likely residual CGA lactone from Natural process fermentation rather than hardware-derived; clean finish confirms it did not persist. Verdict: Moderately aggressive Geisha — varietal genetics clearly present but Anaerobic Natural process adds lipid body and fermentation weight absent from washed expressions. SGD $10 exceptional value for a Thailand Geisha. Archive firsts: first Thailand origin, first Thailand Geisha, first Nippy Coffee Roaster (Chiang Rai) entry. First Geisha roasted on Stronghold S7X smart electric roaster.","Nippy Coffee Roaster (Chiang Rai, Thailand) — roasted on Stronghold S7X (electric smart roaster with programmable roast curves — high precision). 4-pour alternating temperature protocol (92→75→92→75°C) is a sophisticated extraction engineering choice: 92°C bloom releases CO₂ and extracts volatile geraniol/rose and linalool Geisha aromatics; 75°C cool pour suppresses CGA acid extraction preventing Anaerobic Natural acetic fermentation load from tipping into sourness; 92°C third pour extracts mid-range sucrose esters — honey and plum sweetness from Natural process mucilage; 75°C final pour completes volume while suppressing late-stage CGA lactone bitterness. Residual cool-phase bitterness (fades) consistent with V60 conical bypass fraction rather than process fault — flat-bottom geometry would likely eliminate entirely. EK43S 98mm flat burrs (S-variant: smaller footprint, same burr geometry as EK43) delivered clean floral terpene separation. 1:15 ratio at 15g/225g preserved full lipid body mass — correct choice for Anaerobic Natural's elevated polysaccharide and lipid content. Anaerobic Natural fermentation at Chiang Rai specifically produces elevated geraniol (rose), plum malic esters, and honey sucrose retention vs washed process which strips mucilage entirely.","Solo post-gym visit — Pour.traits Roasters, Outram Park, Singapore. Saturday 11 July 2026, 13:30 SGT. Café relaxed and quiet at this hour — comfortable extended sit. Barista Elaine: exceptional engagement, warm, knowledgeable, and friendly. 2022 barista competition winner — now focused on training other baristas and travelling. Pre-session menu analysis conducted live with Claude (pre-gym morning). Guest bean board featured 20+ offerings from international roasters including Livid Coffee Roasters, flowerchild coffee, nippy coffee roaster, Shake Coffee, Glyph Supply Co and others — extremely rich rotating guest bean program. TUESDAY INTEL: Guest barista from Thailand visiting Pour.traits next Tuesday 15 July 2026, 10AM–2PM — bringing special Thai coffee lot, limited quantity with high sell-out risk. Arrive at 10AM to secure a cup. Serving vessel: bulbous pink ceramic cup (no handle) — concentrates aromatics. First café visit to Pour.traits Roasters.",Live Field Audit — menu photos + bean card photo (Nippy Coffee Roaster bag) + barista confirmation (Elaine) + hardware observation
2026-07-12,Singapore,Fluid Collective,Alo Peaberry — Washed Ethiopia,Tamiru Tadesse,Ethiopia,74158 (Peaberry),Washed,Filter Roast,Hario Switch (Flat-Bottom Immersion Hybrid),15,225,1:15,70 → 90 → 70°C (Thermal Oscillation Protocol — Fluid Standard),Unknown,Option-O Lagom P64 (64mm Flat Steel Burrs),10,Bergamot | Honeysuckle | Mandarin Orange | White Peach,"HOT: Excellent clarity and brightness from the very first sip. Bergamot and honeysuckle arrive clean and immediate — floral, refined, quiet. Smooth washed character from the start; zero fermentation noise. Mandarin orange not yet present — patience required. WARM: ""Goddamn mandarin orange clearly coming on mid phase."" Heavier citrus compounds unlock as the volatile florals recede — a delayed reveal, not an absence. COOL: Honeysuckle, white peach and mandarin orange pop together in balance. The full flavour picture assembles at cool temperature simultaneously. Very nice to drink at this stage. Verdict: Clear, clean and elegant coffee — in simple words.","CONTROLLED 74158 EXPERIMENT — NOW COMPLETE. Same producer (Tamiru Tadesse), same varietal (74158), compared against Entry #056 (Alo Natural Anaerobic, 6 Jul 2026): Washed process strips all fermentation character entirely — no lychee, no winey grape, no tropical ferment signature. Instead: pure floral-citrus varietal expression via bergamot (linalyl acetate, C₁₂H₂₀O₂) and honeysuckle (geraniol, C₁₀H₁₈O). Mandarin orange delayed expression = limonene/hesperidin unlocking as volatile florals recede in the warm phase — masked at high temperature, not absent. WHITE PEACH CONFIRMED IN BOTH 74158 CUPS: appeared in Natural Anaerobic and confirmed again today in Washed Peaberry — this is 74158's intrinsic genetic fingerprint, process-independent. Peaberry format: single round bean (vs standard two flat halves), higher nutrient concentration per cherry → elevated floral intensity. Fluid's 70→90→70°C thermal oscillation protocol confirmed consistent across all four visits — Ong Shen Choy present on bar.","Fourth visit to Fluid Collective, Saturday 12 July 2026, lunch. Ong Shen Choy — 2025 Singapore National Brewers Cup Champion — confirmed on bar. His presence is a consistent highlight across all Fluid visits. Menu: Kainamui PB Washed Kenya (SGD 9), Alo Peaberry Washed Ethiopia 74158 (SGD 10), Alo Anaerobic Natural Ethiopia 74158 (SGD 11). Notably: two versions of the same 74158 varietal on the menu simultaneously — washed and anaerobic natural. Fluid Collective benchmark status confirmed across four consecutive visits.",Live Field Audit — Fourth Visit | Bean card + menu photo
2026-07-14,Singapore,Pour.traits Roasters,Finca Sophia Torcaza Grand Reserve Washed Geisha,"Finca Sophia, Torcaza",Panama,Geisha,Washed,Filter Roast,"Hario x Tri-Up FLOW Dripper by Erik Liao (Flat-Bottom, Ceramic, Taiwan)",12.5,190,1:15.2,91→91→82°C (3-pour descending — WBRC competition protocol),Unknown,Mahlkönig EK43 (98mm Flat Burr),60,"Lemon Honey, Bergamot, Orange","HOT: Bright orange and lemon arriving simultaneously in perfect co-expression — citric and malic acid neither dominating the other. Honey present in background as sweetness foundation, not feature. Supreme clarity — all flavours hitting at once; every volatile aromatic compound in simultaneous perfect expression without any single note overwhelming. MID-COOL: Clarity builds rather than fades — lemon becomes more visible as citric top notes thermally stabilise; malic acid backbone structured and persistent. COOL: Orange and bergamot settle as lime tinge emerges — tartaric acid expressing as clean lime whisper once volatile citric and malic compounds dissipate. Slight lime aftertaste lingers on tongue — fine, sophisticated, pure. No bitterness, no CGA lactone, no fermentation noise. Verdict: THE finest cup in the archive. New #1 — displaces El Obraje Washed Colombia Gesha (Fluid Collective, Entry #016, 6-month champion). 'Fine and sophisticated — not because of the $60, because of what was in the cup.' SGD $60 most expensive cup in archive history (previous record SGD $18). Worth every cent without qualification. Archive firsts: First Panama Washed Geisha from Finca Sophia/Torcaza, first Hario x Tri-Up FLOW Dripper entry, first WBRC competitor guest brew, first Livid Coffee Roasters entry.","Hario x Tri-Up FLOW Dripper designed by Erik Liao (2023 Taiwan Brewers Cup Champion, founder Tri-Up Coffee) — ceramic flat-bottom with thinner bed depth; single central column with embedded magnets serves three functions: (1) secures filter paper in place without adhesive, (2) prevents fine coffee grounds from compacting and settling at the base which would clog and stall flow, (3) encourages water to saturate the coffee bed evenly rather than channelling down the sides — ensuring a constant vertical flow path throughout the entire brew. Body ribbed design reduces bypass water; base rib design stabilises overall flow rate. Developed over 4 years in partnership with Hario — the FLOW name reflects the design goal: steady, unobstructed, limitation-free flow at any grind size. TaoTao (Inthat Ueasakaree) chose this dripper for his WBRC Brussels 2026 competition routine — the central column's even saturation guarantee is precisely why the cup expressed every flavour simultaneously with supreme clarity and zero channelling noise. 3-pour descending temperature protocol (91→91→82°C): dual 91°C pours extract full volatile aromatic spectrum — linalool florals, citric/malic acid esters, sucrose foundations; 82°C final pour suppresses CGA lactone bitterness completely, preserving clean tartaric acid lime finish. 12.5g/190g at 1:15.2 — within Harry's preferred 1:15–1:17 band. EK43 98mm flat burrs delivered competition-level particle uniformity.","Livid Coffee Roasters x Pour.traits Guest Pop-Up — Tuesday 14 July 2026, 10:00–14:00 SGT. Guest brewer: Inthat Ueasakaree (TaoTao) — Thailand Brewers Cup Champion, WBRC 7th Place Brussels 2026, architectural designer by trade (credits structural precision thinking to brewing approach). Pop-up announced via @grindandshinepodcast Monthly Singapore Coffee Agenda. TaoTao brewing his actual WBRC Brussels 2026 competition coffee and routine concept — beans and recipe fresh off the world stage, days after Brussels. Four competition coffees offered: (1) Mt. Totumas Dela Rosa Natural Geisha — Red Berries, Floral, Stone Fruits; (2) Finca Sophia Torcaza Grand Reserve Washed Geisha — Lemon Honey, Bergamot, Orange [ORDERED]; (3) Los Lajones 8B Geisha Natural — Red Berries, Tropical Fruits, Floral; (4) Los Cenizos Geisha Lot 172 Natural — Red Grape, Black Currant, Floral. SGD $60 — archive price record (previous ceiling SGD $18). Second Pour.traits visit (first: 11 July 2026, Entry #063). Return driven by Elaine's Tuesday intel from first visit — intel confirmed and far exceeded all expectations.",Live Field Audit — competition menu photo + direct competitor confirmation (Inthat Ueasakaree / TaoTao) + WBRC Brussels 2026 official graphic confirmation
2026-07-15,Singapore,Equate Coffee,Peru Cajamarca Lorenzo Arbildo — Washed Gesha,Lorenzo Arbildo,"Cajamarca, Peru",Gesha,Washed,Filter Roast,OREA V4 — OPEN Bottom (Flat-Bottom),15,210,1:14,"92°C → 65°C (descending — pours 1–3 at 92°C, pour 4 at 65°C)",60g bloom (4-pour: 60g / 120g / 170g / 210g — 0:30 / 0:55 / 1:20 / 2:00),Mahlkönig EK43 (98mm Flat Burr),12,Raspberry; Peach; Floral,"HOT: Bright immediate malic brightness — simultaneous raspberry ester + peach lactone hit; both official notes tracking accurately from first sip. High-energy, clean opening. MID-COOL: Flavours mellowed; linalool florals emerging as ester volatiles dissipate — textbook Gesha terpene thermal behaviour. Cajamarca citric tinge appearing as a background dimension (terroir marker, not recipe flaw). Excellent clarity, nothing coating the tongue. Peach and berry settling to background with good separation. COOL (Best Phase): Clean short berry aftertaste persisting post-ester dissipation; sucrose-ester tail lingering cleanly. Nice body for washed process. No bitter phenolics — 65°C final pour executed correctly. Overall: First Peru Gesha in archive. Significant upgrade on Entry #040 (Colombia Huila La Pradera, Equate, same ratio 1:14, 19 Jun 2026) — Peru Arbildo lot intrinsically more expressive at this concentration. Washed Peru × Gesha axis confirmed as archive-calibre. Second Equate visit redeems the café Gesha record.","EK43 98mm flat burr delivered uniform PSD with zero fines migration — protected malic acid ester clarity (raspberry, peach) and linalool terpene architecture (floral) across all three thermal phases. OREA V4 OPEN Bottom flat geometry: single central drainage hole ensures full bed saturation and even dwell time; zero bypass; uniform extraction front across flat coffee bed. Aggressive 92°C → 65°C descending temperature protocol: first three pours at 92°C front-loaded volatile ester and sugar extraction from Gesha lipid and sucrose fraction; 65°C final pour (pour 4) suppressed chlorogenic acid lactone extraction in back half, preventing bitter finish at cool phase — explaining clean aftertaste. TROGAMID brewer construction insulates heat in coffee bed during low-temp final pour, maintaining extraction efficiency despite cool input. Ratio 1:14 below Palate DNA band (1:15–1:17) but Peru Arbildo Cajamarca terroir has sufficient malic acid density to express clearly at this concentration — explains upgrade over prior 1:14 Colombia Gesha entry at same café.","Solo visit — Equate Coffee, Tanjong Pagar (1 Tanjong Pagar Plaza, #02-25, Singapore 082001). Wednesday 15 July 2026. Second Equate visit (Entry #040 ref: Colombia Huila La Pradera Gesha Washed, 19 Jun 2026). Barista: new joiner, few days on the job — following written recipe card (photographed). Recipe card confirmed: LORENZO / (FAST)(SLOW) designations; GS:15g / T:92°&65°C / W:210g; pour structure 60-120-170-210g; timings 0:30/0:55/1:20/2:00; OPEN DAMPER noted. First Peru × Washed × Gesha axis in archive. Archive entry #065.",Live Field Audit — barista recipe card photo (authoritative) + bean card photo + direct barista confirmation
2026-07-16,Singapore,Mame (SIGEP Asia booth),Bambito Estate,Bambito Estate — Priscilla Amar Sitton,"Panama (1660–1800 m.a.s.l., per bean card)",Geisha,Washed,Unknown,Pour-over — 2 pours only (7g microdose festival format; brewer not stated → Unknown),7,105,1:15,93°C (barista-confirmed),Unknown,Timemore (model unstated — official SIGEP Asia / SNCC 2026 event grinder),16,Jasmine · Orange Blossom · Yellow Peach,"HOT: orange blossom dominant with a distinct ""orange hit"" — intensely floral, pronounced tea-like structure. MID-COOL→COOL: drinks beautifully cool; orange blossom sweetens and steps forward; clean citric-orange tinge lands on the aftertaste. Verdict: ""a fine Geisha."" Tea-like character persistent across all phases. S$16 (¥1,990) for a 7g microdose pour ≈ S$34 full-cup equivalent — second most expensive in the portfolio on a full-cup-equivalent basis, behind Finca Sophia Torcaza (S$60, Pour.traits). Menu correction logged: S$25 = 20g beans price; S$16 = per-cup price.","7g microdose at 1:15 (105g yield) with only 2 pours at 93°C compressed the extraction into a short, high-clarity window — fewer pour cycles limited agitation and fines migration, favouring volatile linalool/geraniol aromatics (jasmine, orange blossom) over body and sugar-browning depth. Timemore burrs (SIGEP official event grinder) held washed-process clarity; tea-like tactile profile consistent with lean microdose format rather than under-extraction.","SIGEP Asia 2026, Day 2 (16 Jul), Roaster Village — Harry's first-ever coffee festival. MAME booth: Zurich roastery founded 2016 by Emi Fukahori (2018 World Brewers Cup Champion) & Mathieu Theis; ""Mame"" = ""beans"" in Japanese. Cup served with personalised bean card (""HARISH""). Same visit: watched Singapore National Brewers Cup live (Timemore official sponsor), SCA/BETTR education, Hario booth tasters, Timemore hardware browsing (purchase deferred), Dutch Colony oat piccolo (excluded — milk drink).","Live Field Audit — Mame menu board photo + bean card photo (authoritative: Geisha spelling, Panama 1660–1800 masl, Washed) + barista-confirmed parameters (7g/105g, 1:15, 93°C, 2 pours, Timemore) + price corrected by Harry (¥1,990 / S$16 per cup; S$25 = 20g beans)"
2026-07-21,Singapore,Pour.traits Roasters,Toki,Unknown,"Galyani Vadhana, Chiang Mai, Thailand · 1500 masl",Mixed Local,Natural,Filter Roast,"Solo Dripper by Mazelab (Flat-Bottom, 40° angle, Wave 155 filter) — consistent with 11 Jul visit house setup, not barista-reconfirmed this visit",Unknown,Unknown,"~1:15 (taste-inferred by Harry, not barista-confirmed)",Unknown,Unknown,"Mahlkönig EK43S (98mm Flat Burr) — consistent with 11 Jul visit house setup, not barista-reconfirmed this visit",10,"Pear, Apple, Orange","HOT: Very bright and acidic — vivid, high-toned opening. Apple notes present from hot through mid-phase, consistent with the official card. MID: Apple continuing to carry the cup. COOL: Orange blossom and apple emerge together, with a clean citric acid lift; texture very smooth throughout. Verdict: exceptionally high clarity for a Natural process coffee — Harry noted the cup did not carry the fermentation weight typically expected from Natural processing; drinks more like a clean washed cup despite the process tag. Strong value: SGD $10 for a Chiang Mai Thailand origin, second Thailand-origin entry in the archive after the Sirinya Amarone (Entry #063). Archive first: first Toki (roaster) entry, first Galyani Vadhana Chiang Mai origin, first 'Mixed Local' varietal entry.","Roaster: Toki (Thailand) — bean card confirms Galyani Vadhana, Chiang Mai, 1500 masl, Mixed Local varietal, Natural process. High elevation (1500 masl) for a Thai origin likely supports the acid clarity Harry noted despite Natural processing — higher-altitude Naturals typically retain brighter, cleaner acidity versus lowland Naturals which trend toward heavier fermentation-forward profiles. Brew hardware (Solo Dripper by Mazelab, flat-bottom, EK43S 98mm flat burr) carried over from the 11 Jul visit house setup as a reasonable assumption, NOT independently reconfirmed by barista this visit — dose, yield, precise ratio, and temperature are logged as Unknown accordingly. Harry's taste-inferred ~1:15 ratio is plausible given the flat-bottom brewer's typical operating band but is not archive-verified data.","Lunchtime solo visit — Pour.traits Roasters, Outram Park, Singapore. Monday 21 July 2026, 13:10 SGT. Third visit to Pour.traits (previous: 11 Jul Entry #063 Thailand Sirinya Geisha Amarone; 14 Jul Entry #065 TaoTao WBRC crown entry). Coffee ordered from Livid Coffee Roasters guest bean rotation. Quick lunchtime session — parameters not confirmed with barista this visit; logged per archive integrity rules as Unknown where unconfirmed rather than assumed.",Live Field Audit — bean card photo (Toki roaster bag) + Harry's sensory notes; brew hardware carried forward from prior visit as reasonable but unconfirmed assumption
2026-07-24,Singapore,Alchemist (Khong Guan Building),El Frutal,Efraín Castillo,"Huehuetenango, Guatemala",Castillo,Washed,Filter,V60 Pour-over (Ceramic Conical),15,225,1:15,90,Unknown,Mahlkönig EK43S (98mm Flat Burr),8.5,"Orange, Apple, Milk Chocolate","HOT: bright, acidic apple hit. MID: mild sourness reading as ripe orange, not a flaw. COOL: mellows to a chocolate-adjacent note, distinct from apple/orange. Sequential note release matched official notes across all three thermal phases — good cup, clean process expression.","EK43S 98mm flat burrs + ceramic V60 conical at 1:15/90°C delivered classic sequential acid handoff: malic apple esters release first (fast, volatile, hot-phase dominant), citric orange notes emerge mid-phase as malic top notes recede, chocolate-adjacent Maillard/sucrose-browning compounds surface last as volatiles dissipate cool. Castillo varietal + 18hr ferment washed process (Efraín Castillo, farm since 2004) preserved structural clarity while allowing the softer sweetness through. First Guatemala + first Castillo varietal + first El Frutal in archive.","Working from home, new Alchemist branch (Khong Guan Building), Friday 24 Jul 2026, discussion with barista on brew recipe. Coffee selection was barista-recommended — she suggested El Frutal specifically citing the washed process for superior clarity over other options on the menu; recommendation confirmed accurate, cup delivered as promised. Barista friendliness: high — warm, engaged, receptive to questions (name not captured this visit). Café notes: this Khong Guan Building branch differs structurally from the typical small-format, mostly-takeaway Alchemist branches — proper seating available, including bar seating directly facing the brew station allowing direct observation of the barista's process. Housed in a heritage/old building; strong ambiance, felt like a genuine sit-down café experience rather than a grab-and-go counter.",Live Field Audit — barista confirmation + menu screenshot + direct observation; Varietal/Producer/Roast confirmed via alchemist.global/products/el-frutal
2026-07-24,Singapore,Prodigal Roasters,Rea,Finca Los Santos,Peru,Geisha,Natural,Light,"Origami V60 (Ribbed, Conical)",16,272,1:17,93,"40g / 45 sec (4-pour, center-pour technique)",Mahlkönig EK43 (98mm Flat Burr),12,"Grape jello, orange marmalade, jasmine florals","HOT: floral, bright, acidic clarity — jasmine and malic brightness leading. MID-COOL: jasmine fades as florals de-gas; grape and orange marmalade sweetness dominates, flavor calms and becomes very fruity. COOL: sweetness rounds out further, favorite phase — aided by the larger 272g yield giving the fermentation-derived sugars room to develop without cloying. Interesting, well-balanced Geisha.","16g/1:17 lean ratio + EK43 98mm flat burr particle uniformity preserved floral/acid clarity at HOT despite Natural process; as the cup cooled, fermentation-driven sugars (grape, orange marmalade) emerged predictably per Natural-process chemistry, with the larger 272g yield giving those sugars room to round out rather than concentrate into cloying sweetness. Origami ribbed conical geometry with center-pour technique limited channeling despite conical bypass risk.","Second café of the day, lunchtime, Friday 24 Jul 2026 — visited after Alchemist (Khong Guan Building) same morning, logged in a separate session window. Roastery visit, not a standalone café (Prodigal has no public seating/service yet — serves visitors on-site by arrangement). Spent ~30 minutes in conversation with Jason, who works green beans, roasting, and brewing at Prodigal — self-motivated, passionate, knowledgeable, and generous in sharing information; invited Hari back when in the area. Jason added to Hari's 'great barista/roaster conversations' recognition (alongside Ong Shen Choy, Aqil, Elysia Tan) — separate from the friendliness leaderboard.",Live Field Audit — barista-confirmed brew parameters (Jason) + direct observation
2026-07-25,Singapore,Alchemist (Khong Guan Building),La Betania,Unknown,"Tolima, Colombia",Unknown,Washed,Filter,V60 Pour-over (Ceramic Conical),15,242,1:16.1,90,"46g bloom, circular pour to 180-186g, straight center final pour to 242g",Mahlkönig EK43S (98mm Flat Burr),10.5,"Red Apple, Nectarine, Toffee","HOT: apple + orange, bright, high clarity. MID-COOL: apple carries, nectarine sweetness emerges. COOL: nectarine + toffee, clarity continues improving (unusual — most entries peak mid-phase), toffee finish with brief milk-like impression that fades quickly and pleasantly. Excellent — layered, bright, clarity throughout. Fully worth $10.5.","1:16.1 ratio via EK43S 98mm flat burr + ceramic V60 conical, 90°C. Straight center final pour (vs. circular) reduced late-stage turbulence/fines migration, likely driving the atypical cool-phase clarity increase. New Tolima Colombia sub-region for archive; first La Betania entry.","Second visit to Alchemist (Khong Guan Building) within 24 hours, Saturday 25 Jul 2026, 11:30 AM weekend visit. Same grinder/brewer setup as prior-day visit, barista-confirmed.","Live Field Audit — direct observation, barista-confirmed brew parameters"
2026-07-28,Singapore,Apartment (Selegie Rd),Peru Wilder Garcia,Wilder Garcia,"Jaén, Cajamarca, Peru",Gesha,Washed,Light (Filter Roast),V60 Hand Brew (Conical),Unknown,Unknown,Unknown,Unknown,Unknown,Option-O Lagom P64 (64mm Flat Burr),9.5,Nectarine; White Grape; Honeysuckle,"HOT: Quiet clarity; nectarine and white grape on entry — clean malic acid onset, moderate intensity, not pyrazine-bright. MID-COOL: Honey sweetness forward; nectarine clarifying and coming up more clearly. COOL: Honey dominant, stable; zero bitterness throughout. Cleanest cool-phase Wilder Garcia across all archive encounters. Producer longitudinal study entry #4 (prior: Asylum Iced #017, Asylum Hot #021, Equate #065).","Option-O Lagom P64 64mm flat burrs on V60 conical: narrower particle size distribution than EK43 98mm burrs, minimal fines generation — eliminates standard conical bypass risk. Explains quiet clean HOT phase and zero cool-phase bitterness. Wilder Garcia 1750–1950 masl Cajamarca altitude: slow cell development concentrates malate esters (nectarine) and linalool/geraniol terpenes (honeysuckle). Harvest 2025. Second Apartment Selegie Rd visit (first: Entry #011, 22 Mar 2026). First Selegie Rd entry with barista-confirmed grinder data.","Solo lunch visit — Apartment Coffee, 139 Selegie Rd, #01-01, Singapore 188309. Tuesday 28 Jul 2026, 12:45 SGT. Second visit to Apartment (Selegie Rd) — first: 22 Mar 2026 Entry #011. Third Apartment brand visit overall. Barista confirmed grinder: Option-O Lagom P64. Brew parameters (dose/yield/temp) not obtained. Fourth Wilder Garcia encounter in archive.","Live Field Audit — bean card photo (Origin: Jaén, Cajamarca; Variety: Gesha; Altitude: 1750–1950 masl; Processing: Washed; Harvest: 2025) + barista grinder confirmation (Lagom P64) + direct sensory observation"
2026-07-28,Singapore,Apartment (Selegie Rd),Kenya Maganjo,Rumukia FCS (Cooperative),"Nyeri, Kenya",SL28 / SL34 / Ruiru 11,Washed,Light (Filter Roast),V60 Hand Brew (Conical),13,215,1:16.5,Unknown,Unknown,Option-O Lagom P64 (64mm Flat Burr),9,Redcurrant; Pomegranate; Rosehip,"HOT: Bright and pinchy phosphoric acid entry; redcurrant and berries hitting immediately — sharper, more aggressive than Wilder Garcia (same session). MID-COOL: Toned down; pomegranate appearing clearly over berry base. COOL: Best phase — berry juice cocktail character; pomegranate and redcurrant together with SL28 sucrose sweetness underneath; rich, hedonistic, fruity. Barista confirmed ratio changes daily — today 13g/215g (1:16.5). First Ruiru 11 varietal entry in archive.","Rumukia FCS cooperative, Nyeri Kenya — SL28/SL34/Ruiru 11 triple-varietal blend at 1550–2300 masl, Harvest 2026. Lagom P64 at 1:16.5 lean ratio: deliberate recipe for this blend — Ruiru 11 phenolics amplify into harsh bitterness at higher TDS; lean ratio keeps SL28/SL34 phosphoric brightness clean while Ruiru 11 contributes body. Berry juice cocktail cool phase = SL34 anthocyanin-driven redcurrant + SL28 phosphoric pomegranate layering with SL28 sucrose density providing juice body weight. Ruiru 11 (CABI hybrid, Coffee Research Foundation Kenya) contributes distinctive phenolic complexity — first Ruiru 11 in archive. Hardware constant with Entry #072 (same V60 conical + Lagom P64, same session).","Solo lunch visit — Apartment Coffee, 139 Selegie Rd, #01-01, Singapore 188309. Tuesday 28 Jul 2026, ~13:30 SGT. Second cup of the session after Entry #072 (Peru Wilder Garcia). Barista confirmed today's ratio: 13g/215g (ratio changes daily). First Kenya hand-brew filter entry at any Apartment branch. Back-to-back comparison with Entry #072 — hardware constant, different origin and varietal.","Live Field Audit — bean card photo (Origin: Nyeri, Kenya; Cooperative: Rumukia FCS; Variety: SL28/SL34/Ruiru 11; Altitude: 1550–2300 masl; Processing: Washed; Harvest: 2026) + barista-confirmed dose/yield 13g/215g + direct sensory observation"
2026-07-29,Singapore,Alchemist (Funan),The Journey — Las Margaritas Geisha,Las Margaritas,"Valle del Cauca, Colombia",Geisha,Honey,Unknown,"V60 Pour-over (Stainless Steel, Conical)",15,225,1:15,85,"50g bloom, 3-pour structure (bloom + 2), pour timings not recalled — barista-confirmed volumes; observed final pour ran to 252g against the 225g target",Mahlkönig EK43S (98mm Flat Burr),10.5,"Hibiscus, Strawberry, Manuka","HOT: jasmine floral hit, sweetness already present unusually early. MID-COOL: more grounded and settled, light berry note emerging, honey moving to dominant position. COOL: honey fully takes over — sweet, moreish, thoroughly enjoyed and repeatedly highlighted as the standout character. Strong, well-liked cup; Geisha varietal identity held clearly under the honey layer.","85°C flat-temperature protocol (no descending pours) paired with a stainless steel V60's higher thermal conductivity and lower thermal mass likely compressed the usual floral-then-sugar sequencing, bringing mucilage sweetness forward into the HOT phase rather than reserving it for COOL. Honey-process sugars asserted progressively and became dominant by the cool phase — clean, well-managed process expression with no fermentation noise. Barista-stated 1:15 / 225g logged as authoritative per archive source hierarchy; observed final pour (252g ≈ 1:16.8) noted as minor on-the-day variance, not used to override. ARCHIVE FIRSTS: first stainless steel V60 (all prior V60 entries ceramic); first Las Margaritas farm; third Alchemist branch logged.","Lunchtime visit, Wednesday 29 Jul 2026, 12:30 PM — Alchemist (Funan), 107 N Bridge Rd, #01-01, Singapore 179105. Ordered the limited 10th-anniversary Geisha, available one week only. Menu also offered Our Beginning (La Joyeria, Antioquia Washed, S$6.50) and Clarity in The Present (La Papaya Typica Anaerobic 120H, Loja Ecuador, S$8.50). Served in a plastic takeaway cup despite the S$10.50 price point — noted as a presentation gap typical of Alchemist's compact pop-up-format outlets. Second Valle del Cauca farm in archive after Inmaculada Estate (Homeground, 5 Jul) — same region, different farm and process.",Live Field Audit — barista-confirmed brew parameters + menu screen photo + brewer material confirmed via direct photo
